"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Duration","Growth Habit"
"LUARA3","","LUARA3","Lupinus arbustus ssp. arbustus","Perennial","Subshrub, Forb/herb"
"LUARM4","","LUARM4","Lupinus arbustus ssp. arbustus var. montanus","Perennial","Subshrub, Forb/herb"
"LUARC","","LUARC","Lupinus arbustus ssp. calcaratus","Perennial","Subshrub, Forb/herb"
"LUARN","","LUARN","Lupinus arbustus ssp. neolaxiflorus","Perennial","Subshrub, Forb/herb"
"LUARP","","LUARP","Lupinus arbustus ssp. pseudoparviflorus","Perennial","Subshrub, Forb/herb"
"LUAR3","","LUAR3","Lupinus argenteus","Perennial","Subshrub, Forb/herb"
"LUARA5","","LUARA5","Lupinus argenteus ssp. argenteus","Perennial","Subshrub, Forb/herb"
"LUARA11","","LUARA11","Lupinus argenteus ssp. argenteus var. argenteus","Perennial","Subshrub, Forb/herb"
"LUARL5","","LUARL5","Lupinus argenteus ssp. argenteus var. laxiflorus","Perennial","Subshrub, Forb/herb"
"LUARI","","LUARI","Lupinus argenteus ssp. ingratus","Perennial","Subshrub, Forb/herb"
"LUARR","","LUARR","Lupinus argenteus ssp. rubricaulis","Perennial","Subshrub, Forb/herb"
"LUARS3","","LUARS3","Lupinus argenteus ssp. spathulatus","Perennial","Subshrub, Forb/herb"
"LUAR7","","LUAR7","Lupinus aridus","Perennial","Forb/herb"
"LUARA6","","LUARA6","Lupinus aridus ssp. aridus","Perennial","Forb/herb"
"LUARL","","LUARL","Lupinus aridus ssp. lenorensis","Perennial","Forb/herb"
"LUARL2","","LUARL2","Lupinus aridus ssp. loloensis","Perennial","Forb/herb"
"LUBA3","","LUBA3","Lupinus bakeri","Perennial","Forb/herb"
"LUBAB","","LUBAB","Lupinus bakeri ssp. bakeri","Perennial","Forb/herb"
"LUBI3","","LUBI3","Lupinus bingenensis","Perennial","Forb/herb"
"LUBIS","","LUBIS","Lupinus bingenensis var. subsaccatus","Perennial","Forb/herb"
"LUBR2","","LUBR2","Lupinus brevicaulis","Annual","Forb/herb"
"LUBU2","","LUBU2","Lupinus burkei","Perennial","Forb/herb"
"LUBUB","","LUBUB","Lupinus burkei ssp. burkei","Perennial","Forb/herb"
"LUCA3","","LUCA3","Lupinus caespitosus","Perennial","Forb/herb"
"LUCAU","","LUCAU","Lupinus caespitosus var. utahensis","Perennial","Forb/herb"
"LUCA","","LUCA","Lupinus caudatus","Perennial","Forb/herb"
"LUCAA","","LUCAA","Lupinus caudatus ssp. argophyllus","Perennial","Forb/herb"
"LUCAC3","","LUCAC3","Lupinus caudatus ssp. caudatus","Perennial","Forb/herb"
"LUCAC","","LUCAC","Lupinus caudatus ssp. cutleri","Perennial","Forb/herb"
"LUCO","","LUCO","Lupinus concinnus","Annual","Forb/herb"
"LUCOO2","","LUCOO2","Lupinus concinnus ssp. orcuttii","Annual","Forb/herb"
"LUDE3","","LUDE3","Lupinus depressus","Perennial","Forb/herb"
"LUEV","","LUEV","Lupinus evermannii","Perennial","Forb/herb"
"LUHI2","","LUHI2","Lupinus hillii","Perennial","Forb/herb"
"LUHIA","","LUHIA","Lupinus hillii var. arizonicus","Perennial","Forb/herb"
"LUHIO","","LUHIO","Lupinus hillii var. osterhoutianus","Perennial","Forb/herb"
"LUHO2","","LUHO2","Lupinus holosericeus","Perennial","Forb/herb"
"LUKI","","LUKI","Lupinus kingii","Annual","Forb/herb"
"LUKIA","","LUKIA","Lupinus kingii var. argillaceus","Annual","Forb/herb"
"LUKIK","","LUKIK","Lupinus kingii var. kingii","Annual","Forb/herb"
"LULA4","","LULA4","Lupinus latifolius","Perennial","Forb/herb"
"LULAL","","LULAL","Lupinus latifolius ssp. leucanthus","Perennial","Forb/herb"
"LULE3","","LULE3","Lupinus leucophyllus","Perennial","Forb/herb"
"LULEE","","LULEE","Lupinus leucophyllus ssp. erectus","Perennial","Forb/herb"
"LULEL4","","LULEL4","Lupinus leucophyllus ssp. leucophyllus","Perennial","Forb/herb"
"LULEB2","","LULEB2","Lupinus leucophyllus ssp. leucophyllus var. belliae","Perennial","Forb/herb"
"LULEL2","","LULEL2","Lupinus leucophyllus ssp. leucophyllus var. leucophyllus","Perennial","Forb/herb"
"LULY","","LULY","Lupinus lyallii","Perennial","Subshrub, Forb/herb"
"LULYA","","LULYA","Lupinus lyallii ssp. alcis-temporis","Perennial","Subshrub, Forb/herb"
"LULYS","","LULYS","Lupinus lyallii ssp. subpandens","Perennial","Subshrub, Forb/herb"
"LUMI3","","LUMI3","Lupinus minimus","Perennial","Forb/herb"
"LUMO4","","LUMO4","Lupinus monticola","Perennial","Forb/herb"
"LUNE2","","LUNE2","Lupinus neomexicanus","Perennial","Forb/herb"
"LUOR2","","LUOR2","Lupinus ornatus","Perennial","Forb/herb"
"LUPA3","","LUPA3","Lupinus palmeri","Perennial","Forb/herb"
"LUPA8","","LUPA8","Lupinus parviflorus","Perennial","Forb/herb"
"LUPAM2","","LUPAM2","Lupinus parviflorus ssp. myrianthus","Perennial","Forb/herb"
"LUPAF4","","LUPAF4","Lupinus parviflorus ssp. myrianthus var. fulvomaculatus","Perennial","Forb/herb"
"LUPAM4","","LUPAM4","Lupinus parviflorus ssp. myrianthus var. myrianthus","Perennial","Forb/herb"
"LUPAP4","","LUPAP4","Lupinus parviflorus ssp. parviflorus","Perennial","Forb/herb"
"LUPL","","LUPL","Lupinus plattensis","Perennial","Forb/herb"
"LUPO2","","LUPO2","Lupinus polyphyllus","Perennial","Forb/herb"
"LUPOP2","","LUPOP2","Lupinus polyphyllus ssp. polyphyllus","Perennial","Forb/herb"
"LUPOP4","","LUPOP4","Lupinus polyphyllus ssp. polyphyllus var. polyphyllus","Perennial","Forb/herb"
"LUPR2","","LUPR2","Lupinus prunophilus","Perennial","Forb/herb"
"LUPU","","LUPU","Lupinus pusillus","Annual","Forb/herb"
"LUPUI2","","LUPUI2","Lupinus pusillus ssp. intermontanus","Annual","Forb/herb"
"LUPUP","","LUPUP","Lupinus pusillus ssp. pusillus","Annual","Forb/herb"
"LUPUR","","LUPUR","Lupinus pusillus ssp. rubens","Annual","Forb/herb"
"LUSA2","","LUSA2","Lupinus saxosus","Perennial","Forb/herb"
"LUSAS","","LUSAS","Lupinus saxosus var. saxosus","Perennial","Forb/herb"
"LUSE4","","LUSE4","Lupinus sericeus","Perennial","Subshrub, Forb/herb"
"LUSES2","","LUSES2","Lupinus sericeus ssp. sericeus","Perennial","Subshrub, Forb/herb"
"LUSEE2","","LUSEE2","Lupinus sericeus ssp. sericeus var. egglestonianus","Perennial","Subshrub, Forb/herb"
"LUSEM5","","LUSEM5","Lupinus sericeus ssp. sericeus var. maximus","Perennial","Subshrub, Forb/herb"
"LUSES4","","LUSES4","Lupinus sericeus ssp. sericeus var. sericeus","Perennial","Subshrub, Forb/herb"
"LUSI2","","LUSI2","Lupinus sierrae-blancae","Perennial","Forb/herb"
"LUSIA","","LUSIA","Lupinus sierrae-blancae ssp. aquilinus","Perennial","Forb/herb"
"LUSIS","","LUSIS","Lupinus sierrae-blancae ssp. sierrae-blancae","Perennial","Forb/herb"
"LUSP2","","LUSP2","Lupinus sparsiflorus","Annual","Forb/herb"
"LUSPM","","LUSPM","Lupinus sparsiflorus ssp. mohavensis","Annual","Forb/herb"
"LUUN","","LUUN","Lupinus uncialis","Annual","Forb/herb"
"LUWY","","LUWY","Lupinus wyethii","Perennial","Forb/herb"
"LUWYW","","LUWYW","Lupinus wyethii ssp. wyethii","Perennial","Forb/herb"
"LUZUL","","LUZUL","Luzula","",""
"LUCO6","","LUCO6","Luzula comosa","Perennial","Graminoid"
"LUFA3","","LUFA3","Luzula fastigiata","Perennial","Graminoid"
"LUGL2","","LUGL2","Luzula glabrata","Perennial","Graminoid"
"LUGLH","","LUGLH","Luzula glabrata var. hitchcockii","Perennial","Graminoid"
"LUMU2","","LUMU2","Luzula multiflora","Perennial","Graminoid"
"LUMUF","","LUMUF","Luzula multiflora ssp. frigida","Perennial","Graminoid"
"LUPA4","","LUPA4","Luzula parviflora","Perennial","Graminoid"
"LUPI2","","LUPI2","Luzula piperi","Perennial","Graminoid"
"LUSP4","","LUSP4","Luzula spicata","Perennial","Graminoid"
"LYCHN","","LYCHN","Lychnis","",""
"LYCH3","","LYCH3","Lychnis chalcedonica","Perennial","Forb/herb"
"LYCO","","LYCO","Lychnis coronaria","Perennial","Forb/herb"
"LYCIU","","LYCIU","Lycium","",""
"LYAN","","LYAN","Lycium andersonii","Perennial","Shrub"
"LYANA4","","LYANA4","Lycium andersonii var. andersonii","Perennial","Shrub"
"LYBA4","","LYBA4","Lycium barbarum","Perennial","Vine, Shrub"
"LYBE","","LYBE","Lycium berlandieri","Perennial","Shrub"
"LYBEB","","LYBEB","Lycium berlandieri var. berlandieri","Perennial","Shrub"
"LYBEP","","LYBEP","Lycium berlandieri var. parviflorum","Perennial","Shrub"
"LYPA","","LYPA","Lycium pallidum","Perennial","Shrub"
"LYPAP","","LYPAP","Lycium pallidum var. pallidum","Perennial","Shrub"
"LYTO","","LYTO","Lycium torreyi","Perennial","Shrub"
"LYCOP6","","LYCOP6","Lycopodiella","",""
"LYIN2","","LYIN2","Lycopodiella inundata","Perennial","Subshrub, Forb/herb"
"LYCOP2","","LYCOP2","Lycopodium","",""
"LYAL3","","LYAL3","Lycopodium alpinum","Perennial","Subshrub, Forb/herb"
"LYAN2","","LYAN2","Lycopodium annotinum","Perennial","Subshrub, Forb/herb"
"LYCL","","LYCL","Lycopodium clavatum","Perennial","Subshrub, Forb/herb"
"LYCO3","","LYCO3","Lycopodium complanatum","Perennial","Subshrub, Forb/herb"
"LYDE","","LYDE","Lycopodium dendroideum","Perennial","Subshrub, Forb/herb"
"LYSI","","LYSI","Lycopodium sitchense","Perennial","Subshrub, Forb/herb"
"LYZE","","LYZE","Lycopodium ×zeilleri","Perennial","Subshrub, Forb/herb"
"LYCOP4","","LYCOP4","Lycopus","",""
"LYAM","","LYAM","Lycopus americanus","Perennial","Forb/herb"
"LYAS","","LYAS","Lycopus asper","Perennial","Forb/herb"
"LYUN","","LYUN","Lycopus uniflorus","Perennial","Forb/herb"
"LYUNU2","","LYUNU2","Lycopus uniflorus var. uniflorus","Perennial","Forb/herb"
"LYCUR","","LYCUR","Lycurus","",""
"LYPH","","LYPH","Lycurus phleoides","Perennial","Graminoid"
"LYSE3","","LYSE3","Lycurus setosus","Perennial","Graminoid"
"LYGOD","","LYGOD","Lygodesmia","",""
"LYAR2","","LYAR2","Lygodesmia arizonica","Perennial","Forb/herb"
"LYDI4","","LYDI4","Lygodesmia dianthopsis","Perennial","Forb/herb"
"LYGR","","LYGR","Lygodesmia grandiflora","Perennial","Forb/herb"
"LYJU","","LYJU","Lygodesmia juncea","Perennial","Forb/herb"
"LYRA2","","LYRA2","Lygodesmia ramosissima","Perennial","Forb/herb"
"LYTE","","LYTE","Lygodesmia texana","Perennial","Forb/herb"
"LYSIC","","LYSIC","Lysichiton","",""
"LYAM3","","LYAM3","Lysichiton americanus","Perennial","Forb/herb"
"LYSIM","","LYSIM","Lysimachia","",""
"LYCI","","LYCI","Lysimachia ciliata","Perennial","Forb/herb"
"LYHY","","LYHY","Lysimachia hybrida","Perennial","Forb/herb"
"LYTE2","","LYTE2","Lysimachia terrestris","Perennial","Forb/herb"
"LYTH2","","LYTH2","Lysimachia thyrsiflora","Perennial","Forb/herb"
"LYTHR","","LYTHR","Lythrum","",""
"LYCA4","","LYCA4","Lythrum californicum","Perennial","Subshrub, Forb/herb"
"LYSA2","","LYSA2","Lythrum salicaria","Perennial","Subshrub, Forb/herb"
"LYTR2","","LYTR2","Lythrum tribracteatum","Perennial","Forb/herb"
"MACHA","","MACHA","Machaeranthera","",""
"MAAS2","","MAAS2","Machaeranthera asteroides","Perennial","Forb/herb"
"MAASA2","","MAASA2","Machaeranthera asteroides var. asteroides","Perennial","Forb/herb"
"MAASG","","MAASG","Machaeranthera asteroides var. glandulosa","Perennial","Forb/herb"
"MABI","","MABI","Machaeranthera bigelovii","Biennial, Perennial","Forb/herb"
"MABIB","","MABIB","Machaeranthera bigelovii var. bigelovii","Biennial, Perennial","Forb/herb"
"MABL2","","MABL2","Machaeranthera blephariphylla","Perennial","Subshrub, Forb/herb"
"MACA2","","MACA2","Machaeranthera canescens","Annual, Biennial, Perennial","Forb/herb"
"MACAC","","MACAC","Machaeranthera canescens ssp. canescens","Annual, Biennial, Perennial","Forb/herb"
"MACAA","","MACAA","Machaeranthera canescens ssp. canescens var. ambigua","Annual, Biennial, Perennial","Forb/herb"
"MACAC3","","MACAC3","Machaeranthera canescens ssp. canescens var. canescens","Annual, Biennial, Perennial","Forb/herb"
"MACAI2","","MACAI2","Machaeranthera canescens ssp. canescens var. incana","Annual, Biennial, Perennial","Forb/herb"
"MACAS2","","MACAS2","Machaeranthera canescens ssp. canescens var. sessiliflora","Annual, Biennial, Perennial","Forb/herb"
"MACAS3","","MACAS3","Machaeranthera canescens ssp. canescens var. shastensis","Annual, Biennial, Perennial","Forb/herb"
"MACAG","","MACAG","Machaeranthera canescens ssp. glabra","Annual, Biennial, Perennial","Forb/herb"
"MACAA2","","MACAA2","Machaeranthera canescens ssp. glabra var. aristata","Annual, Biennial, Perennial","Forb/herb"
"MACAG2","","MACAG2","Machaeranthera canescens ssp. glabra var. glabra","Annual, Biennial, Perennial","Forb/herb"
"MAGR10","","MAGR10","Machaeranthera gracilis","Annual","Forb/herb"
"MAGR2","","MAGR2","Machaeranthera grindelioides","Perennial","Subshrub, Forb/herb"
"MAGRG","","MAGRG","Machaeranthera grindelioides var. grindelioides","Perennial","Subshrub, Forb/herb"
"MAGY2","","MAGY2","Machaeranthera gypsitherma","Perennial","Forb/herb"
"MAGY3","","MAGY3","Machaeranthera gypsophila","Perennial","Forb/herb"
"MAPA","","MAPA","Machaeranthera parviflora","Annual","Forb/herb"
"MAPI","","MAPI","Machaeranthera pinnatifida","Perennial","Subshrub, Forb/herb"
"MAPIP","","MAPIP","Machaeranthera pinnatifida ssp. pinnatifida","Perennial","Subshrub, Forb/herb"
"MAPIC","","MAPIC","Machaeranthera pinnatifida ssp. pinnatifida var. chihuahuana","Perennial","Subshrub, Forb/herb"
"MAPIG3","","MAPIG3","Machaeranthera pinnatifida ssp. pinnatifida var. glaberrima","Perennial","Subshrub, Forb/herb"
"MAPIP4","","MAPIP4","Machaeranthera pinnatifida ssp. pinnatifida var. pinnatifida","Perennial","Subshrub, Forb/herb"
"MARI","","MARI","Machaeranthera riparia","Perennial","Subshrub, Forb/herb"
"MATA","","MATA","Machaeranthera tagetina","Annual","Forb/herb"
"MATA2","","MATA2","Machaeranthera tanacetifolia","Annual, Biennial","Forb/herb"
"MAVI9","","MAVI9","Machaeranthera viscida","Annual","Forb/herb"
"MACLU","","MACLU","Maclura","",""
"MAPO","","MAPO","Maclura pomifera","Perennial","Tree, Shrub"
"MACRO","","MACRO","Macromeria","",""
"MAVI","","MAVI","Macromeria viridiflora","Perennial","Forb/herb"
"MAVIT","","MAVIT","Macromeria viridiflora var. thurberi","Perennial","Forb/herb"
"MAVIV","","MAVIV","Macromeria viridiflora var. viridiflora","Perennial","Forb/herb"
"MACRO4","","MACRO4","Macroptilium","",""
"MAGI2","","MAGI2","Macroptilium gibbosifolium","Perennial","Forb/herb"
"MADIA","","MADIA","Madia","",""
"MAEX","","MAEX","Madia exigua","Annual","Forb/herb"
"MAGL2","","MAGL2","Madia glomerata","Annual","Forb/herb"
"MAGR3","","MAGR3","Madia gracilis","Annual","Forb/herb"
"MAHON","","MAHON","Mahonia","",""
"MAAQ2","","MAAQ2","Mahonia aquifolium","Perennial","Shrub, Subshrub"
"MAFR3","","MAFR3","Mahonia fremontii","Perennial","Shrub"
"MAHA4","","MAHA4","Mahonia haematocarpa","Perennial","Shrub"
"MANE2","","MANE2","Mahonia nervosa","Perennial","Subshrub, Shrub"
"MARE11","","MARE11","Mahonia repens","Perennial","Subshrub, Shrub"
"MATR3","","MATR3","Mahonia trifoliolata","Perennial","Shrub"
"MAIAN","","MAIAN","Maianthemum","",""
"MADI","","MADI","Maianthemum dilatatum","Perennial","Forb/herb"
"MARA7","","MARA7","Maianthemum racemosum","Perennial","Forb/herb"
"MARAA","","MARAA","Maianthemum racemosum ssp. amplexicaule","Perennial","Forb/herb"
"MARAR","","MARAR","Maianthemum racemosum ssp. racemosum","Perennial","Forb/herb"
"MAST4","","MAST4","Maianthemum stellatum","Perennial","Forb/herb"
"MALAC3","","MALAC3","Malacothrix","",""
"MAFE","","MAFE","Malacothrix fendleri","Annual","Forb/herb"
"MAGL3","","MAGL3","Malacothrix glabrata","Annual","Forb/herb"
"MASO","","MASO","Malacothrix sonchoides","Annual","Forb/herb"
"MASO6","","MASO6","Malacothrix sonorae","Annual","Forb/herb"
"MATO2","","MATO2","Malacothrix torreyi","Annual","Forb/herb"
"MALAX","","MALAX","Malaxis","",""
"MAPO15","","MAPO15","Malaxis porphyrea","Perennial","Forb/herb"
"MASO8","","MASO8","Malaxis soulei","Perennial","Forb/herb"
"MATE2","","MATE2","Malaxis tenuis","Perennial","Forb/herb"
"MALCO2","","MALCO2","Malcolmia","",""
"MAAF","","MAAF","Malcolmia africana","Annual","Forb/herb"
"MALUS","","MALUS","Malus","",""
"MAPU","","MAPU","Malus pumila","Perennial","Tree"
"MALVA","","MALVA","Malva","",""
"MAMO2","","MAMO2","Malva moschata","Perennial","Forb/herb"
"MANE","","MANE","Malva neglecta","Annual, Biennial, Perennial","Forb/herb"
"MAPA5","","MAPA5","Malva parviflora","Annual, Biennial, Perennial","Forb/herb"
"MAPU5","","MAPU5","Malva pusilla","Annual, Biennial","Forb/herb"
"MASY","","MASY","Malva sylvestris","Annual, Biennial, Perennial","Forb/herb"
"MAVE","","MAVE","Malva verticillata","Annual","Forb/herb"
"MALVE","","MALVE","Malvella","",""
"MALE2","","MALE2","Malvella lepidota","Perennial","Forb/herb"
"MALE3","","MALE3","Malvella leprosa","Perennial","Forb/herb"
"MASA3","","MASA3","Malvella sagittifolia","Perennial","Forb/herb"
"MAMMI","","MAMMI","Mammillaria","",""
"MABA9","","MABA9","Mammillaria barbata","Perennial","Shrub"
"MAGR9","","MAGR9","Mammillaria grahamii","Perennial","Shrub"
"MAHE2","","MAHE2","Mammillaria heyderi","Perennial","Shrub"
"MAHEB","","MAHEB","Mammillaria heyderi var. bullingtoniana","Perennial","Shrub"
"MAHEH2","","MAHEH2","Mammillaria heyderi var. heyderi","Perennial","Shrub"
"MAHEM","","MAHEM","Mammillaria heyderi var. macdougalii","Perennial","Shrub"
"MALA2","","MALA2","Mammillaria lasiacantha","Perennial","Shrub"
"MAME6","","MAME6","Mammillaria meiacantha","Perennial","Shrub"
"MAWR2","","MAWR2","Mammillaria wrightii","Perennial","Shrub"
"MAWRW","","MAWRW","Mammillaria wrightii var. wilcoxii","Perennial","Shrub"
"MAWRW2","","MAWRW2","Mammillaria wrightii var. wrightii","Perennial","Shrub"
"MANDE","","MANDE","Mandevilla","",""
"MABR4","","MABR4","Mandevilla brachysiphon","Perennial","Subshrub, Forb/herb"
"MANIH","","MANIH","Manihot","",""
"MAAN5","","MAAN5","Manihot angustiloba","Perennial","Subshrub"
"MARAH","","MARAH","Marah","",""
"MAGI","","MAGI","Marah gilensis","Perennial","Vine, Forb/herb"
"MARGA","","MARGA","Margaranthus","",""
"MASO4","","MASO4","Margaranthus solanaceus","Annual","Forb/herb"
"MARIN","","MARIN","Marina","",""
"MACA8","","MACA8","Marina calycosa","Perennial","Forb/herb"
"MARRU","","MARRU","Marrubium","",""
"MAVU","","MAVU","Marrubium vulgare","Perennial","Subshrub, Forb/herb"
"MARSI","","MARSI","Marsilea","",""
"MAMO4","","MAMO4","Marsilea mollis","Perennial","Forb/herb"
"MAOL3","","MAOL3","Marsilea oligospora","Perennial","Forb/herb"
"MAVE2","","MAVE2","Marsilea vestita","Perennial","Forb/herb"
"MATEL","","MATEL","Matelea","",""
"MABI6","","MABI6","Matelea biflora","Perennial","Forb/herb"
"MAPR3","","MAPR3","Matelea producta","Perennial","Vine"
"MATRI","","MATRI","Matricaria","",""
"MADI6","","MADI6","Matricaria discoidea","Annual","Forb/herb"
"MATTH","","MATTH","Matthiola","",""
"MALO3","","MALO3","Matthiola longipetala","Annual, Biennial","Forb/herb"
"MAURA2","","MAURA2","Maurandella","",""
"MAAN9","","MAAN9","Maurandella antirrhiniflora","Perennial","Vine, Forb/herb"
"MECAR","","MECAR","Mecardonia","",""
"MEPR2","","MEPR2","Mecardonia procumbens","Annual, Perennial","Forb/herb"
"MEDIC","","MEDIC","Medicago","",""
"MELU","","MELU","Medicago lupulina","Annual, Perennial","Forb/herb"
"MEPO3","","MEPO3","Medicago polymorpha","Annual, Perennial","Forb/herb"
"MESA","","MESA","Medicago sativa","Annual, Perennial","Forb/herb"
"MESAS","","MESAS","Medicago sativa ssp. sativa","Annual, Perennial","Forb/herb"
"MELAM","","MELAM","Melampodium","",""
"MELE2","","MELE2","Melampodium leucanthum","Perennial","Subshrub, Forb/herb"
"MEST8","","MEST8","Melampodium strigosum","Annual","Forb/herb"
"MELAM2","","MELAM2","Melampyrum","",""
"MELI2","","MELI2","Melampyrum lineare","Annual","Forb/herb"
"MELIL3","","MELIL3","Melampyrum lineare var. lineare","Annual","Forb/herb"
"MELIA","","MELIA","Melia","",""
"MEAZ","","MEAZ","Melia azedarach","Perennial","Tree, Shrub"
"MELIC","","MELIC","Melica","",""
"MEBU","","MEBU","Melica bulbosa","Perennial","Graminoid"
"MEFU","","MEFU","Melica fugax","Perennial","Graminoid"
"MENI","","MENI","Melica nitens","Perennial","Graminoid"
"MEPO","","MEPO","Melica porteri","Perennial","Graminoid"
"MEPOL","","MEPOL","Melica porteri var. laxa","Perennial","Graminoid"
"MEPOP5","","MEPOP5","Melica porteri var. porteri","Perennial","Graminoid"
"MESM","","MESM","Melica smithii","Perennial","Graminoid"
"MESP","","MESP","Melica spectabilis","Perennial","Graminoid"
"MESU","","MESU","Melica subulata","Perennial","Graminoid"
"MESUP","","MESUP","Melica subulata var. pammelii","Perennial","Graminoid"
"MESUS","","MESUS","Melica subulata var. subulata","Perennial","Graminoid"
"MELIL","","MELIL","Melilotus","",""
"MEIN2","","MEIN2","Melilotus indicus","Annual","Forb/herb"
"MEOF","","MEOF","Melilotus officinalis","Annual, Biennial, Perennial","Forb/herb"
"MELIN","","MELIN","Melinis","",""
"MERE9","","MERE9","Melinis repens","Annual, Perennial","Graminoid"
"MELIS","","MELIS","Melissa","",""
"MEOF2","","MEOF2","Melissa officinalis","Perennial","Forb/herb"
"MENOD","","MENOD","Menodora","",""
"MEDE","","MEDE","Menodora decemfida","Perennial","Subshrub"
"MEDEL","","MEDEL","Menodora decemfida var. longifolia","Perennial","Subshrub"
"MELO2","","MELO2","Menodora longiflora","Perennial","Subshrub, Forb/herb"
"MESC","","MESC","Menodora scabra","Perennial","Subshrub, Forb/herb"
