Project,Plot,Line,Point,HAFHeightWoody,HAFSpeciesWoody,HAFHeightHerbaceous,HAFSpeciesHerbaceous,AIMHeightWoody,AIMSpeciesWoody,AIMHeightHerbaceous,AIMSpeciesHerbaceous
Bruneau,BigCM017,1,15.0,,,,,65,PUTR2,73,FEID
Bruneau,BigCM017,1,17.5,,,,,61,ARTRV,71,PSSP6
Bruneau,BigCM017,1,20.0,,,,,46,ARTRV,37,FEID
Bruneau,BigCM017,1,22.5,,,,,,,35,FEID
Bruneau,BigCM017,1,25.0,,,,,,,61,FEID
Bruneau,BigCM017,2,2.5,,,,,24,CHVI8,52,FEID
Bruneau,BigCM017,2,5.0,,,,,17,ARAR8,13,FEID
Bruneau,BigCM017,2,7.5,,,,,45,ARAR8,44,FEID
Bruneau,BigCM017,2,10.0,,,,,,,52,FEID
Bruneau,BigCM017,2,12.5,,,,,45,PUTR2,43,PSSP6
Bruneau,BigCM017,2,15.0,,,,,,,7,FEID
Bruneau,BigCM017,2,17.5,,,,,71,ARTRV,29,FEID
Bruneau,BigCM017,2,20.0,,,,,25,ARAR8,47,FEID
Bruneau,BigCM017,2,22.5,,,,,74,PUTR2,62,FEID
Bruneau,BigCM017,2,25.0,,,,,,,22,FEID
Bruneau,BigCM017,3,2.5,,,,,91,ARTRV,59,FEID
Bruneau,BigCM017,3,5.0,,,,,,,49,FEID
Bruneau,BigCM017,3,7.5,,,,,51,PUTR2,,
Bruneau,BigCM017,3,10.0,,,,,,,29,FEID
Bruneau,BigCM017,3,12.5,,,,,,,29,FEID
Bruneau,BigCM017,3,15.0,,,,,,,53,FEID
Bruneau,BigCM017,3,17.5,,,,,75,ARTRV,53,FEID
Bruneau,BigCM017,3,20.0,,,,,79,PUTR2,14,FEID
Bruneau,BigCM017,3,22.5,,,,,,,56,FEID
Bruneau,BigCM017,3,25.0,,,,,,,51,FEID
Bruneau,BigCM018,1,2.5,,,,,52,PUTR2,66,CREPIPF
Bruneau,BigCM018,1,5.0,,,,,51,CHVI8,58,FEID
Bruneau,BigCM018,1,7.5,,,,,23,CHVI8,64,FEID
Bruneau,BigCM018,1,10.0,,,,,14,PUTR2,71,FEID
Bruneau,BigCM018,1,12.5,,,,,,,46,FEID
Bruneau,BigCM018,1,15.0,,,,,38,ARAR8,7,FEID
Bruneau,BigCM018,1,17.5,,,,,,,56,FEID
Bruneau,BigCM018,1,20.0,,,,,38,ARAR8,63,FEID
Bruneau,BigCM018,1,22.5,,,,,43,ARAR8,53,FEID
Bruneau,BigCM018,1,25.0,,,,,4,ARAR8,49,FEID
Bruneau,BigCM018,2,2.5,,,,,1,ARTRV,63,FEID
Bruneau,BigCM018,2,5.0,,,,,97,ARTRV,54,FEID
Bruneau,BigCM018,2,7.5,,,,,95,ARTRV,48,FEID
Bruneau,BigCM018,2,10.0,,,,,,,63,PSSP6
Bruneau,BigCM018,2,12.5,,,,,66,ARTRV,66,FEID
Bruneau,BigCM018,2,15.0,,,,,,,55,FEID
Bruneau,BigCM018,2,17.5,,,,,,,81,PSSP6
Bruneau,BigCM018,2,20.0,,,,,,,32,POSE
Bruneau,BigCM018,2,22.5,,,,,,,56,FEID
Bruneau,BigCM018,2,25.0,,,,,51,ARAR8,95,FEID
Bruneau,BigCM018,3,2.5,,,,,65,PUTR2,56,FEID
Bruneau,BigCM018,3,5.0,,,,,,,,
Bruneau,BigCM018,3,7.5,,,,,43,ARAR8,48,FEID
Bruneau,BigCM018,3,10.0,,,,,28,ARAR8,5,BRTE
Bruneau,BigCM018,3,12.5,,,,,19,ARAR8,38,FEID
Bruneau,BigCM018,3,15.0,,,,,,,36,FEID
Bruneau,BigCM018,3,17.5,,,,,14,ARAR8,41,FEID
Bruneau,BigCM018,3,20.0,,,,,5,ARAR8,72,FEID
Bruneau,BigCM018,3,22.5,,,,,31,ARAR8,43,FEID
Bruneau,BigCM018,3,25.0,,,,,3,ARAR8,45,PSSP6
Bruneau,BigCM020,1,2.5,,,,,,,49,PSSP6
Bruneau,BigCM020,1,5.0,,,,,75,ARTRV,64,FEID
Bruneau,BigCM020,1,7.5,,,,,71,PUTR2,66,POSE
Bruneau,BigCM020,1,10.0,,,,,57,PUTR2,63,FEID
Bruneau,BigCM020,1,12.5,,,,,82,PUTR2,61,POSE
Bruneau,BigCM020,1,15.0,,,,,,,69,PSSP6
Bruneau,BigCM020,1,17.5,,,,,83,ARTRV,38,FEID
Bruneau,BigCM020,1,20.0,,,,,,,69,PSSP6
Bruneau,BigCM020,1,22.5,,,,,43,PUTR2,51,FEID
Bruneau,BigCM020,1,25.0,,,,,,,48,PSSP6
Bruneau,BigCM020,2,2.5,,,,,92,ARTRV,68,FEID
Bruneau,BigCM020,2,5.0,,,,,32,ARTRV,69,FEID
Bruneau,BigCM020,2,7.5,,,,,87,ARTRV,49,FEID
Bruneau,BigCM020,2,10.0,,,,,74,ARTRV,59,FEID
Bruneau,BigCM020,2,12.5,,,,,41,PUTR2,5,FEID
Bruneau,BigCM020,2,15.0,,,,,74,ARTRV,56,FEID
Bruneau,BigCM020,2,17.5,,,,,71,ARTRV,51,FEID
Bruneau,BigCM020,2,20.0,,,,,12,ARTRV,69,FEID
Bruneau,BigCM020,2,22.5,,,,,56,ARTRV,65,FEID
Bruneau,BigCM020,2,25.0,,,,,31,CELE3,54,FEID
Bruneau,BigCM020,3,2.5,,,,,51,ARTRV,71,ACOC3
Bruneau,BigCM020,3,5.0,,,,,79,ARTRV,78,FEID
Bruneau,BigCM020,3,7.5,,,,,75,ARTRV,72,FEID
Bruneau,BigCM020,3,10.0,,,,,,,34,FEID
Bruneau,BigCM020,3,12.5,,,,,7,ARTRV,79,FEID
Bruneau,BigCM020,3,15.0,,,,,96,ARTRV,67,ELEL5
Bruneau,BigCM020,3,17.5,,,,,,,62,FEID
Bruneau,BigCM020,3,20.0,,,,,47,ARTRV,67,FEID
Bruneau,BigCM020,3,22.5,,,,,44,ARTRV,59,FEID
Bruneau,BigCM020,3,25.0,,,,,85,ARTRV,55,POSE
Bruneau,BigWD054,1,2.5,,,,,54,ARTRW8,28,ELEL5
Bruneau,BigWD054,1,5.0,,,,,4,ARTRW8,29,POSE
Bruneau,BigWD054,1,7.5,,,,,5,ARTRW8,27,POSE
Bruneau,BigWD054,1,10.0,,,,,46,ARTRW8,35,POSE
Bruneau,BigWD054,1,12.5,,,,,35,ARTRW8,27,POSE
Bruneau,BigWD054,1,15.0,,,,,37,ARTRW8,35,POSE
Bruneau,BigWD054,1,17.5,,,,,,,15,ELEL5
Bruneau,BigWD054,1,20.0,,,,,11,ARTRW8,22,POSE
Bruneau,BigWD054,1,22.5,,,,,28,ARTRW8,25,POSE
Bruneau,BigWD054,1,25.0,,,,,25,ARTRW8,26,POSE
Bruneau,BigWD054,2,2.5,,,,,27,ARTRW8,37,POSE
Bruneau,BigWD054,2,5.0,,,,,27,ARTRW8,44,POSE
Bruneau,BigWD054,2,7.5,,,,,58,ARTRW8,46,POSE
Bruneau,BigWD054,2,10.0,,,,,55,ARTRW8,12,POSE
Bruneau,BigWD054,2,12.5,,,,,,,,
Bruneau,BigWD054,2,15.0,,,,,,,11,ELEL5
Bruneau,BigWD054,2,17.5,,,,,28,ARTRW8,27,POSE
Bruneau,BigWD054,2,20.0,,,,,29,ARTRW8,31,ELEL5
Bruneau,BigWD054,2,22.5,,,,,33,ARTRW8,39,DEPI
Bruneau,BigWD054,2,25.0,,,,,39,ARTRW8,46,POSE
Bruneau,BigWD054,3,2.5,,,,,,,34,POSE
Bruneau,BigWD054,3,5.0,,,,,18,ARTRW8,23,ELEL5
Bruneau,BigWD054,3,7.5,,,,,,,16,POSE
Bruneau,BigWD054,3,10.0,,,,,41,ARTRW8,38,DEPI
Bruneau,BigWD054,3,12.5,,,,,42,ARTRW8,23,POSE
Bruneau,BigWD054,3,15.0,,,,,,,24,POSE
Bruneau,BigWD054,3,17.5,,,,,27,ARTRW8,28,ELEL5
Bruneau,BigWD054,3,20.0,,,,,,,21,POSE
Bruneau,BigWD054,3,22.5,,,,,,,13,ELEL5
Bruneau,BigWD054,3,25.0,,,,,55,ARTRW8,38,POSE
Bruneau,BigWD055,1,2.5,,,,,,,25,BRTE
Bruneau,BigWD055,1,5.0,,,,,7,ARTRW8,32,BRTE
Bruneau,BigWD055,1,7.5,,,,,,,21,BRTE
Bruneau,BigWD055,1,10.0,,,,,,,36,BRTE
Bruneau,BigWD055,1,12.5,,,,,68,ARTRW8,58,BRTE
Bruneau,BigWD055,1,15.0,,,,,,,52,BRTE
Bruneau,BigWD055,1,17.5,,,,,,,33,BRTE
Bruneau,BigWD055,1,20.0,,,,,,,37,BRTE
Bruneau,BigWD055,1,22.5,,,,,,,16,BRTE
Bruneau,BigWD055,1,25.0,,,,,,,22,BRTE
Bruneau,BigWD055,2,2.5,,,,,,,29,BRTE
Bruneau,BigWD055,2,5.0,,,,,,,17,POSE
Bruneau,BigWD055,2,7.5,,,,,,,27,POSE
Bruneau,BigWD055,2,10.0,,,,,53,ARTRW8,46,POSE
Bruneau,BigWD055,2,12.5,,,,,67,ARTRW8,55,POSE
Bruneau,BigWD055,2,15.0,,,,,,,43,BRTE
Bruneau,BigWD055,2,17.5,,,,,75,ARTRW8,3,BRTE
Bruneau,BigWD055,2,20.0,,,,,,,8,COTI2
Bruneau,BigWD055,2,22.5,,,,,61,ARTRW8,57,BRTE
Bruneau,BigWD055,2,25.0,,,,,,,3,BRTE
Bruneau,BigWD055,3,2.5,,,,,57,ARTRW8,56,BRTE
Bruneau,BigWD055,3,5.0,,,,,67,ARTRW8,49,BRTE
Bruneau,BigWD055,3,7.5,,,,,,,3,BRTE
Bruneau,BigWD055,3,10.0,,,,,3,ARTRW8,36,POSE
Bruneau,BigWD055,3,12.5,,,,,44,ARTRW8,47,DEPI
Bruneau,BigWD055,3,15.0,,,,,,,31,POSE
Bruneau,BigWD055,3,17.5,,,,,,,45,BRTE
Bruneau,BigWD055,3,20.0,,,,,,,4,POSE
Bruneau,BigWD055,3,22.5,,,,,,,39,BRTE
Bruneau,BigWD055,3,25.0,,,,,,,27,BRTE
Bruneau,Black108,1,2.5,,,,,27,ARTRW8,18,BRTE
Bruneau,Black108,1,5.0,,,,,39,ARTRW8,32,BRTE
Bruneau,Black108,1,7.5,,,,,55,ARTRW8,34,POSE
Bruneau,Black108,1,10.0,,,,,73,ARTRW8,38,BRTE
Bruneau,Black108,1,12.5,,,,,,,36,BRTE
Bruneau,Black108,1,15.0,,,,,85,ARTRW8,34,BRTE
Bruneau,Black108,1,17.5,,,,,,,28,BRTE
Bruneau,Black108,1,20.0,,,,,42,ARTRW8,37,POSE
Bruneau,Black108,1,22.5,,,,,46,ARTRW8,32,BRTE
Bruneau,Black108,1,25.0,,,,,,,27,BRTE
Bruneau,Black108,2,2.5,,,,,35,SAVE4,36,BRTE
Bruneau,Black108,2,5.0,,,,,37,SAVE4,28,BRTE
Bruneau,Black108,2,7.5,,,,,,,36,SPCR
Bruneau,Black108,2,10.0,,,,,25,ARTRW8,37,BRTE
Bruneau,Black108,2,12.5,,,,,,,37,SPCR
Bruneau,Black108,2,15.0,,,,,37,ARTRW8,25,BRTE
Bruneau,Black108,2,17.5,,,,,,,31,POSE
Bruneau,Black108,2,20.0,,,,,,,38,BRTE
Bruneau,Black108,2,22.5,,,,,,,39,POSE
Bruneau,Black108,2,25.0,,,,,,,44,POSE
Bruneau,Black108,3,2.5,,,,,35,ARTRW8,29,BRTE
Bruneau,Black108,3,5.0,,,,,33,SAVE4,26,BRTE
Bruneau,Black108,3,7.5,,,,,15,SAVE4,34,POSE
Bruneau,Black108,3,10.0,,,,,26,ARTRW8,34,POSE
Bruneau,Black108,3,12.5,,,,,19,ARTRW8,38,POSE
Bruneau,Black108,3,15.0,,,,,,,29,BRTE
Bruneau,Black108,3,17.5,,,,,32,ARTRW8,52,POSE
Bruneau,Black108,3,20.0,,,,,61,ARTRW8,54,POSE
Bruneau,Black108,3,22.5,,,,,61,ARTRW8,33,BRTE
Bruneau,Black108,3,25.0,,,,,51,ARTRW8,4,BRTE
Bruneau,Black109,1,2.5,,,,,33,CHVI8,28,DEPI
Bruneau,Black109,1,5.0,,,,,3,TEGL,42,POSE
Bruneau,Black109,1,7.5,,,,,34,CHVI8,24,POSE
Bruneau,Black109,1,10.0,,,,,51,TEGL,55,BRTE
Bruneau,Black109,1,12.5,,,,,,,4,BRTE
Bruneau,Black109,1,15.0,,,,,46,ARTRW8,45,BRTE
Bruneau,Black109,1,17.5,,,,,2,CHVI8,39,BRTE
Bruneau,Black109,1,20.0,,,,,,,48,BRTE
Bruneau,Black109,1,22.5,,,,,39,ARTRW8,34,BRTE
Bruneau,Black109,1,25.0,,,,,71,ARTRW8,44,BRTE
Bruneau,Black109,2,2.5,,,,,18,GRSP,4,BRTE
Bruneau,Black109,2,5.0,,,,,2,GRSP,,
Bruneau,Black109,2,7.5,,,,,3,GRSP,47,BRTE
Bruneau,Black109,2,10.0,,,,,3,GRSP,29,BRTE
Bruneau,Black109,2,12.5,,,,,26,GRSP,35,BRTE
Bruneau,Black109,2,15.0,,,,,2,GRSP,44,BRTE
Bruneau,Black109,2,17.5,,,,,23,GRSP,19,BRTE
Bruneau,Black109,2,20.0,,,,,12,PPSH,,
Bruneau,Black109,2,22.5,,,,,43,TEGL,,
Bruneau,Black109,2,25.0,,,,,13,GRSP,,
Bruneau,Black109,3,2.5,,,,,,,7,ASPU9
Bruneau,Black109,3,5.0,,,,,23,TEGL,34,BRTE
Bruneau,Black109,3,7.5,,,,,3,CHVI8,4,BRTE
Bruneau,Black109,3,10.0,,,,,13,GRSP,28,BRTE
Bruneau,Black109,3,12.5,,,,,8,TEGL,21,POSE
Bruneau,Black109,3,15.0,,,,,2,GRSP,26,BRTE
Bruneau,Black109,3,17.5,,,,,14,TEGL,,
Bruneau,Black109,3,20.0,,,,,24,GRSP,44,BRTE
Bruneau,Black109,3,22.5,,,,,,,25,POSE
Bruneau,Black109,3,25.0,,,,,52,TEGL,47,BRTE
Bruneau,Black110,1,2.5,,,,,65,ARTRW8,2,BRTE
Bruneau,Black110,1,5.0,,,,,56,ARTRW8,21,BRTE
Bruneau,Black110,1,7.5,,,,,36,ARTRW8,19,BRTE
Bruneau,Black110,1,10.0,,,,,22,ARTRW8,16,BRTE
Bruneau,Black110,1,12.5,,,,,38,GRSP,32,BRTE
Bruneau,Black110,1,15.0,,,,,12,ARTRW8,28,BRTE
Bruneau,Black110,1,17.5,,,,,,,22,BRTE
Bruneau,Black110,1,20.0,,,,,,,23,BRTE
Bruneau,Black110,1,22.5,,,,,15,GRSP,51,POSE
Bruneau,Black110,1,25.0,,,,,,,34,POSE
Bruneau,Black110,2,2.5,,,,,35,ARTRW8,43,BRTE
Bruneau,Black110,2,5.0,,,,,116,ARTRW8,44,BRTE
Bruneau,Black110,2,7.5,,,,,62,ARTRW8,38,BRTE
Bruneau,Black110,2,10.0,,,,,46,ARTRW8,37,BRTE
Bruneau,Black110,2,12.5,,,,,19,CHVI8,23,BRTE
Bruneau,Black110,2,15.0,,,,,,,24,BRTE
Bruneau,Black110,2,17.5,,,,,24,ARTRW8,31,BRTE
Bruneau,Black110,2,20.0,,,,,23,ARTRW8,25,POSE
Bruneau,Black110,2,22.5,,,,,51,ARTRW8,36,POSE
Bruneau,Black110,2,25.0,,,,,24,GRSP,37,POSE
Bruneau,Black110,3,2.5,,,,,,,29,BRTE
Bruneau,Black110,3,5.0,,,,,6,ARTRW8,26,BRTE
Bruneau,Black110,3,7.5,,,,,65,ARTRW8,34,BRTE
Bruneau,Black110,3,10.0,,,,,15,ARTRW8,26,POSE
Bruneau,Black110,3,12.5,,,,,43,ARTRW8,3,BRTE
Bruneau,Black110,3,15.0,,,,,35,ARTRW8,29,POSE
Bruneau,Black110,3,17.5,,,,,,,22,BRTE
Bruneau,Black110,3,20.0,,,,,35,ARTRW8,24,DEPI
Bruneau,Black110,3,22.5,,,,,,,,
Bruneau,Black110,3,25.0,,,,,63,ARTRW8,41,
Bruneau,Black111,1,2.5,,,,,,,46,BRTE
Bruneau,Black111,1,5.0,,,,,,,32,SATR12
Bruneau,Black111,1,7.5,,,,,,,33,BRTE
Bruneau,Black111,1,10.0,,,,,,,48,BRTE
Bruneau,Black111,1,12.5,,,,,,,54,BRTE
Bruneau,Black111,1,15.0,,,,,,,47,BRTE
Bruneau,Black111,1,17.5,,,,,,,4,BRTE
Bruneau,Black111,1,20.0,,,,,,,47,BRTE
Bruneau,Black111,1,22.5,,,,,,,5,BRTE
Bruneau,Black111,1,25.0,,,,,,,7,CHAL7
Bruneau,Black111,2,2.5,,,,,,,55,PSSP6
Bruneau,Black111,2,5.0,,,,,,,3,BRTE
Bruneau,Black111,2,7.5,,,,,,,37,BRTE
Bruneau,Black111,2,10.0,,,,,,,45,BRTE
Bruneau,Black111,2,12.5,,,,,,,41,SATR12
Bruneau,Black111,2,15.0,,,,,,,65,PSSP6
Bruneau,Black111,2,17.5,,,,,,,49,SATR12
Bruneau,Black111,2,20.0,,,,,,,5,BRTE
Bruneau,Black111,2,22.5,,,,,,,41,BRTE
Bruneau,Black111,2,25.0,,,,,,,38,SATR12
Bruneau,Black111,3,2.5,,,,,,,31,BRTE
Bruneau,Black111,3,5.0,,,,,,,46,BRTE
Bruneau,Black111,3,7.5,,,,,,,52,BRTE
Bruneau,Black111,3,10.0,,,,,,,42,BRTE
Bruneau,Black111,3,12.5,,,,,,,35,SATR12
Bruneau,Black111,3,15.0,,,,,,,32,SATR12
Bruneau,Black111,3,17.5,,,,,,,,
Bruneau,Black111,3,20.0,,,,,,,43,BRTE
Bruneau,Black111,3,22.5,,,,,,,39,SATR12
Bruneau,Black111,3,25.0,,,,,,,42,CHAL7
Bruneau,Black112,1,2.5,,,,,18,ARNO4,35,POSE
Bruneau,Black112,1,5.0,,,,,,,37,POSE
Bruneau,Black112,1,7.5,,,,,46,ARNO4,9,POSE
Bruneau,Black112,1,10.0,,,,,35,ARNO4,43,POSE
Bruneau,Black112,1,12.5,,,,,29,SAVE4,51,POSE
Bruneau,Black112,1,15.0,,,,,24,ARNO4,34,POSE
Bruneau,Black112,1,17.5,,,,,3,ARNO4,36,POSE
Bruneau,Black112,1,20.0,,,,,,,41,POSE
Bruneau,Black112,1,22.5,,,,,,,22,BRTE
Bruneau,Black112,1,25.0,,,,,,,18,BRTE
Bruneau,Black112,2,2.5,,,,,29,ARNO4,34,BRTE
Bruneau,Black112,2,5.0,,,,,34,ARNO4,31,POSE
Bruneau,Black112,2,7.5,,,,,4,ARNO4,26,BRTE
Bruneau,Black112,2,10.0,,,,,84,ARTRW8,35,BRTE
Bruneau,Black112,2,12.5,,,,,,,35,BRTE
Bruneau,Black112,2,15.0,,,,,,,17,BRTE
Bruneau,Black112,2,17.5,,,,,3,ARNO4,4,POSE
Bruneau,Black112,2,20.0,,,,,6,ARTRW8,32,BRTE
Bruneau,Black112,2,22.5,,,,,,,18,BRTE
Bruneau,Black112,2,25.0,,,,,17,ARNO4,29,BRTE
Bruneau,Black112,3,2.5,,,,,26,ARNO4,26,POSE
Bruneau,Black112,3,5.0,,,,,24,ARNO4,29,POSE
Bruneau,Black112,3,7.5,,,,,,,25,POSE
Bruneau,Black112,3,10.0,,,,,31,ARNO4,22,POSE
Bruneau,Black112,3,12.5,,,,,,,23,POSE
Bruneau,Black112,3,15.0,,,,,,,31,POSE
Bruneau,Black112,3,17.5,,,,,17,GRSP,55,POSE
Bruneau,Black112,3,20.0,,,,,25,GRSP,36,BRTE
Bruneau,Black112,3,22.5,,,,,35,ARNO4,37,POSE
Bruneau,Black112,3,25.0,,,,,25,ARNO4,29,POSE
Bruneau,LowCM124,1,2.5,,,,,57,CHVI8,41,BRTE
Bruneau,LowCM124,1,5.0,,,,,94,ARTRV,49,FEID
Bruneau,LowCM124,1,7.5,,,,,129,ARTRV,3,FEID
Bruneau,LowCM124,1,10.0,,,,,7,CHVI8,48,FEID
Bruneau,LowCM124,1,12.5,,,,,,,51,BRTE
Bruneau,LowCM124,1,15.0,,,,,86,CHVI8,53,BRTE
Bruneau,LowCM124,1,17.5,,,,,,,41,BRTE
Bruneau,LowCM124,1,20.0,,,,,51,CHVI8,45,BRTE
Bruneau,LowCM124,1,22.5,,,,,41,ARTRV,45,BRTE
Bruneau,LowCM124,1,25.0,,,,,,,58,ACHY
Bruneau,LowCM124,2,2.5,,,,,64,ARTRV,62,FEID
Bruneau,LowCM124,2,5.0,,,,,,,49,FEID
Bruneau,LowCM124,2,7.5,,,,,,,5,FEID
Bruneau,LowCM124,2,10.0,,,,,13,ARTRV,61,FEID
Bruneau,LowCM124,2,12.5,,,,,21,ARTRV,61,PSSP6
Bruneau,LowCM124,2,15.0,,,,,18,ARTRV,64,FEID
Bruneau,LowCM124,2,17.5,,,,,,,53,FEID
Bruneau,LowCM124,2,20.0,,,,,29,ARAR8,56,FEID
Bruneau,LowCM124,2,22.5,,,,,11,ARAR8,49,FEID
Bruneau,LowCM124,2,25.0,,,,,,,,
Bruneau,LowCM124,3,2.5,,,,,57,ARTRV,5,BRTE
Bruneau,LowCM124,3,5.0,,,,,,,45,BRTE
Bruneau,LowCM124,3,7.5,,,,,,,46,PSSP6
Bruneau,LowCM124,3,10.0,,,,,24,CHVI8,27,BRTE
Bruneau,LowCM124,3,12.5,,,,,,,,
Bruneau,LowCM124,3,15.0,,,,,3,ARAR8,24,BRTE
Bruneau,LowCM124,3,17.5,,,,,1,ARAR8,29,BRTE
Bruneau,LowCM124,3,20.0,,,,,,,16,PSSP6
Bruneau,LowCM124,3,22.5,,,,,,,34,FEID
Bruneau,LowCM124,3,25.0,,,,,8,PPSH,23,BRTE
Bruneau,LowCM125,1,2.5,,,,,7,PUTR2,6,PSSP6
Bruneau,LowCM125,1,5.0,,,,,,,54,FEID
Bruneau,LowCM125,1,7.5,,,,,2,ARTRV,36,PSSP6
Bruneau,LowCM125,1,10.0,,,,,,,75,PSSP6
Bruneau,LowCM125,1,12.5,,,,,,,55,POSE
Bruneau,LowCM125,1,15.0,,,,,,,29,POSE
Bruneau,LowCM125,1,17.5,,,,,,,5,POSE
Bruneau,LowCM125,1,20.0,,,,,19,ARTRV,38,FEID
Bruneau,LowCM125,1,22.5,,,,,,,58,FEID
Bruneau,LowCM125,1,25.0,,,,,,,38,POSE
Bruneau,LowCM125,2,2.5,,,,,77,PUTR2,33,POSE
Bruneau,LowCM125,2,5.0,,,,,,,4,POSE
Bruneau,LowCM125,2,7.5,,,,,,,18,POSE
Bruneau,LowCM125,2,10.0,,,,,,,53,FEID
Bruneau,LowCM125,2,12.5,,,,,,,56,FEID
Bruneau,LowCM125,2,15.0,,,,,,,31,POSE
Bruneau,LowCM125,2,17.5,,,,,,,27,POSE
Bruneau,LowCM125,2,20.0,,,,,,,34,POSE
Bruneau,LowCM125,2,22.5,,,,,,,51,ACTH7
Bruneau,LowCM125,2,25.0,,,,,,,29,POSE
Bruneau,LowCM125,3,2.5,,,,,,,57,ACTH7
Bruneau,LowCM125,3,5.0,,,,,,,44,POSE
Bruneau,LowCM125,3,7.5,,,,,,,68,FEID
Bruneau,LowCM125,3,10.0,,,,,,,38,POSE
Bruneau,LowCM125,3,12.5,,,,,,,5,PSSP6
Bruneau,LowCM125,3,15.0,,,,,35,CHVI8,56,ACTH7
Bruneau,LowCM125,3,17.5,,,,,,,46,POSE
Bruneau,LowCM125,3,20.0,,,,,,,4,FEID
Bruneau,LowCM125,3,22.5,,,,,,,69,FEID
Bruneau,LowCM125,3,25.0,,,,,,,61,ACTH7
Bruneau,LowCM126,1,2.5,,,,,,,41,POSE
Bruneau,LowCM126,1,5.0,,,,,23,ARTRV,28,POSE
Bruneau,LowCM126,1,7.5,,,,,59,ARTRV,5,ELEL5
Bruneau,LowCM126,1,10.0,,,,,56,ARTRV,19,FEID
Bruneau,LowCM126,1,12.5,,,,,,,5,POSE
Bruneau,LowCM126,1,15.0,,,,,,,5,POSE
Bruneau,LowCM126,1,17.5,,,,,32,CHVI8,42,ELEL5
Bruneau,LowCM126,1,20.0,,,,,21,CHVI8,5,POSE
Bruneau,LowCM126,1,22.5,,,,,7,ARTRV,14,POSE
Bruneau,LowCM126,1,25.0,,,,,9,ARTRV,33,POSE
Bruneau,LowCM126,2,2.5,,,,,99,ARTRV,4,FEID
Bruneau,LowCM126,2,5.0,,,,,,,39,BRTE
Bruneau,LowCM126,2,7.5,,,,,35,CHVI8,32,BRTE
Bruneau,LowCM126,2,10.0,,,,,53,CHVI8,49,FEID
Bruneau,LowCM126,2,12.5,,,,,,,12,ELEL5
Bruneau,LowCM126,2,15.0,,,,,45,CHVI8,64,POSE
Bruneau,LowCM126,2,17.5,,,,,,,34,POSE
Bruneau,LowCM126,2,20.0,,,,,,,46,FEID
Bruneau,LowCM126,2,22.5,,,,,,,52,PSSP6
Bruneau,LowCM126,2,25.0,,,,,,,5,PSSP6
Bruneau,LowCM126,3,2.5,,,,,78,ARTRV,36,BRTE
Bruneau,LowCM126,3,5.0,,,,,19,ARTRV,21,BRTE
Bruneau,LowCM126,3,7.5,,,,,,,43,FEID
Bruneau,LowCM126,3,10.0,,,,,76,ARTRV,2,BRTE
Bruneau,LowCM126,3,12.5,,,,,,,62,BRTE
Bruneau,LowCM126,3,15.0,,,,,,,37,FEID
Bruneau,LowCM126,3,17.5,,,,,,,47,FEID
Bruneau,LowCM126,3,20.0,,,,,,,54,PSSP6
Bruneau,LowCM126,3,22.5,,,,,,,49,PSSP6
Bruneau,LowCM126,3,25.0,,,,,,,64,PSSP6
Bruneau,LowCM127,1,2.5,,,,,,,4,POSE
Bruneau,LowCM127,1,5.0,,,,,4,ARAR8,42,ELEL5
Bruneau,LowCM127,1,7.5,,,,,11,ARAR8,23,BRTE
Bruneau,LowCM127,1,10.0,,,,,,,18,POSE
Bruneau,LowCM127,1,12.5,,,,,,,54,BRHO2
Bruneau,LowCM127,1,15.0,,,,,,,55,BRHO2
Bruneau,LowCM127,1,17.5,,,,,52,ARAR8,45,ELEL5
Bruneau,LowCM127,1,20.0,,,,,,,4,BRTE
Bruneau,LowCM127,1,22.5,,,,,37,ARAR8,59,BRTE
Bruneau,LowCM127,1,25.0,,,,,43,ARAR8,51,BRTE
Bruneau,LowCM127,2,2.5,,,,,41,ARAR8,46,FEID
Bruneau,LowCM127,2,5.0,,,,,46,ARAR8,8,POSE
Bruneau,LowCM127,2,7.5,,,,,,,42,POSE
Bruneau,LowCM127,2,10.0,,,,,,,43,ACMI2
Bruneau,LowCM127,2,12.5,,,,,77,ARTRT,23,FEID
Bruneau,LowCM127,2,15.0,,,,,,,21,ERPU2
Bruneau,LowCM127,2,17.5,,,,,,,13,FEID
Bruneau,LowCM127,2,20.0,,,,,58,CHVI8,34,BRTE
Bruneau,LowCM127,2,22.5,,,,,71,ARTRV,,
Bruneau,LowCM127,2,25.0,,,,,,,1,POSE
Bruneau,LowCM127,3,2.5,,,,,,,13,ERPU2
Bruneau,LowCM127,3,5.0,,,,,51,ARAR8,6,POSE
Bruneau,LowCM127,3,7.5,,,,,14,ARAR8,6,POSE
Bruneau,LowCM127,3,10.0,,,,,48,ARAR8,55,BRTE
Bruneau,LowCM127,3,12.5,,,,,54,CHVI8,44,BRTE
Bruneau,LowCM127,3,15.0,,,,,89,ARTRV,36,ELEL5
Bruneau,LowCM127,3,17.5,,,,,,,35,BRTE
Bruneau,LowCM127,3,20.0,,,,,,,44,BRTE
Bruneau,LowCM127,3,22.5,,,,,,,42,BRTE
Bruneau,LowCM127,3,25.0,,,,,,,29,BRHO2
Bruneau,LowCM128,1,2.5,,,,,,,54,FEID
Bruneau,LowCM128,1,5.0,,,,,,,45,FEID
Bruneau,LowCM128,1,7.5,,,,,,,55,FEID
